study_id,icd10_code
NCT06129994,E10
NCT06498271,R52.9
NCT06498271,M54
NCT06498271,M54.5
NCT05930873,F99-F99.9
NCT05930873,F84.0
NCT03482310,G95.9
NCT03482310,G96.9
NCT03482310,G00-G99.9
NCT03482310,T09.3
NCT03482310,G82.5
NCT06513260,F99-F99.9
NCT06513260,F41.9
NCT04281927,I49.9
NCT04281927,I51.9
NCT04281927,I51.6
NCT03215472,I51.6
NCT06524882,G93.9
NCT06524882,G96.9
NCT06524882,G00-G99.9
NCT06524882,H44
NCT05019183,F39
NCT05019183,F99-F99.9
NCT03249896,E70-E90.9
NCT03249896,E34.9
NCT03249896,N00-N99.9
NCT03249896,O24.4
NCT03249896,E10-E14.9
NCT05807828,M13.9
NCT05807828,M00-M25.9
NCT05807828,M79.0
NCT05807828,M16
NCT02124720,F99-F99.9
NCT02124720,F98.4
NCT00824694,E70-E90.9
NCT00824694,E34.9
NCT00824694,E10-E14.9
NCT00824694,E11
NCT05392322,G00-G99.9
NCT05392322,Q89.9
NCT05392322,Q99.9
NCT05392322,Q90
NCT04763382,N39.9
NCT04763382,N00-N99.9
NCT04763382,Q00-Q07.9
NCT04763382,G00-G99.9
NCT04763382,Q89.9
NCT04763382,N39.0
NCT04763382,Q05
NCT06040567,G70.9
NCT06040567,G00-G99.9
NCT06040567,E70-E90.9
NCT06040567,Q00-Q07.9
NCT06040567,G31.9
NCT06040567,Q89.9
NCT06040567,E14.8
NCT06040567,E10-E14.9
NCT06040567,E34.9
NCT06040567,D75.9
NCT06040567,G62.9
NCT06040567,G60.0
NCT06040567,E85
NCT04095910,E66
NCT05942274,I49.9
NCT05942274,I51.9
NCT05942274,I51.6
NCT06429631,G95.9
NCT06429631,G96.9
NCT06429631,G00-G99.9
NCT06429631,N32.9
NCT06429631,N39.9
NCT06429631,N00-N99.9
NCT06429631,T09.3
NCT04232501,I51.6
NCT04245124,G93.9
NCT04245124,G96.9
NCT04245124,G00-G99.9
NCT04245124,S00-S09.9
NCT04245124,S06.0
NCT04500288,K22.4
NCT04500288,R13
NCT04500288,K22.9
NCT04500288,K00-K93.9
NCT04500288,K21
NCT03492450,G00-G99.9
NCT03492450,G35
NCT04412603,G00-G99.9
NCT04412603,G54.0
NCT04412603,G70.9
NCT04412603,P10-P15.9
NCT05608707,E40-E46.9
NCT05608707,R63.0
NCT04507308,F99-F99.9
NCT04507308,F60.9
NCT05591443,I51.9
NCT05591443,I51.6
NCT05591443,I50
NCT03189225,E70-E90.9
NCT03189225,E34.9
NCT03189225,E10-E14.9
NCT06049420,I51.6
NCT06049420,I51.9
NCT06049420,E70-E90.9
NCT06049420,C00-D48.9
NCT06049420,N00-N99.9
NCT06049420,E34.9
NCT06049420,I20-I25.9
NCT06049420,E28.2
NCT06049420,E78.5
NCT05299827,N39.9
NCT05299827,N00-N99.9
NCT05299827,M60-M63.9
NCT05299827,G00-G99.9
NCT05299827,R32
NCT03634072,Q24.9
NCT03634072,I51.6
NCT03634072,I51.9
NCT03634072,Q89.9
NCT03634072,Q21.3
NCT01193725,F99-F99.9
NCT01193725,F43.1
NCT03130101,E70-E90.9
NCT03130101,E34.9
NCT03130101,E10-E14.9
NCT03130101,E10
NCT03130101,E16.2
NCT06003816,A49.9
NCT06003816,A00
NCT03260335,G93.9
NCT03260335,G96.9
NCT03260335,G00-G99.9
NCT03260335,S00-S09.9
NCT06247696,G00-G99.9
NCT06247696,F99-F99.9
NCT04510922,G93.9
NCT04510922,G96.9
NCT04510922,G00-G99.9
NCT04510922,G31.9
NCT04510922,I51.6
NCT04510922,G90
NCT04510922,G20
NCT04510922,I95.1
NCT04510922,I95
NCT03743558,J00-J99.9
NCT03743558,G00-G99.9
NCT03743558,G47.3
NCT06027320,F03
NCT06027320,G93.9
NCT06027320,G96.9
NCT06027320,G00-G99.9
NCT06027320,G31.9
NCT06027320,F99-F99.9
NCT06027320,G30
NCT06585670,H44
NCT05344092,F99-F99.9
NCT05344092,F43.1
NCT02698761,D58.9
NCT02698761,D55-D59.9
NCT02698761,D64.9
NCT02698761,D75.9
NCT02698761,D57
NCT05517759,J18.9
NCT05603286,M00-M25.9
NCT05603286,M79.0
NCT05603286,M13.9
NCT05603286,M08
NCT04953637,G93.9
NCT04953637,G96.9
NCT04953637,G00-G99.9
NCT04953637,G31.9
NCT04953637,G20
NCT05335083,J00-J99.9
NCT05335083,G00-G99.9
NCT05335083,E10-E14.9
NCT05335083,E70-E90.9
NCT05335083,E34.9
NCT05335083,G47.3
NCT05061225,F99-F99.9
NCT05061225,F41.9
NCT06511011,G00-G99.9
NCT06511011,F99-F99.9
NCT06511011,G47.0
NCT03184701,K00-K93.9
NCT03184701,K72.9
NCT03184701,K70-K77.9
NCT00250471,I20
NCT00250471,I20-I25.9
NCT00250471,I51.9
NCT00250471,I51.6
NCT00250471,R07.4
NCT00250471,R52.9
NCT00250471,I20.0
NCT03441191,M13.9
NCT03441191,M00-M25.9
NCT03441191,M79.0
NCT03441191,R52.9
NCT05241171,N39.9
NCT05241171,N00-N99.9
NCT05241171,N18
NCT02352246,E10-E14.9
NCT02352246,E70-E90.9
NCT02352246,E34.9
NCT02352246,E11
NCT02333240,I10-I15.9
NCT02333240,I51.6
NCT02333240,N00-N99.9
NCT02333240,O15
NCT02333240,O14.9
NCT04215354,G00-G99.9
NCT04215354,G35
NCT02460822,C00-D48.9
NCT02460822,K00-K93.9
NCT02460822,K63.9
NCT04191278,A50-A64.9
NCT04191278,B34.9
NCT04191278,N00-N99.9
NCT04191278,D84.9
NCT04191278,B24
NCT02523677,F99-F99.9
NCT02335450,G00-G99.9
NCT02335450,G35
NCT05331989,R52.9
NCT05331989,K10.9
NCT05331989,M60-M63.9
NCT05331989,M00-M25.9
NCT05331989,K07.6
NCT05331989,M54.2
NCT06120738,M60-M63.9
NCT06120738,G00-G99.9
NCT05111119,A50-A64.9
NCT05111119,B34.9
NCT05111119,N00-N99.9
NCT05111119,D84.9
NCT05111119,B24
NCT03720080,E10-E14.9
NCT03720080,E70-E90.9
NCT03720080,E34.9
NCT03720080,E10
NCT06672120,C00-D48.9
NCT06672120,N60-N64.9
NCT06672419,M60-M63.9
NCT06672419,M79.0
NCT06672419,G70.9
NCT06672419,G00-G99.9
NCT03267329,I51.6
NCT03267329,E70-E90.9
NCT03267329,I10-I15.9
NCT06214949,R52.9
NCT06214949,M54.2
NCT06570902,I51.6
NCT06570902,I51.9
NCT06570902,I42
NCT06570902,I20-I25.9
NCT06201572,I10-I15.9
NCT06201572,I51.6
NCT03335631,C00-D48.9
NCT03335631,N50.9
NCT03335631,N00-N99.9
NCT03335631,N42.9
NCT03819946,K00-K93.9
NCT03819946,K22.9
NCT01746667,F99-F99.9
NCT01746667,F41.9
NCT01746667,F40
NCT01746667,F40.1
NCT02517047,T78.4
NCT02517047,J45
NCT05433103,G00-G99.9
NCT05433103,G35
NCT05181917,E70-E90.9
NCT05181917,E34.9
NCT05181917,E10-E14.9
NCT05181917,E10
NCT03869138,I67.9
NCT03869138,G93.9
NCT03869138,G96.9
NCT03869138,G00-G99.9
NCT03869138,I51.6
NCT03869138,I64
NCT06480474,F39
NCT06480474,F99-F99.9
NCT04739124,E70-E90.9
NCT04739124,E34.9
NCT04739124,E10-E14.9
NCT04766424,I51.6
NCT04766424,I10-I15.9
NCT06672757,I67.9
NCT06672757,G93.9
NCT06672757,G96.9
NCT06672757,G00-G99.9
NCT06672757,I51.6
NCT06672757,I64
NCT06643936,E70-E90.9
NCT06643936,E34.9
NCT06643936,E10-E14.9
NCT06643936,E11
NCT05087875,Z72.1
NCT00541437,E70-E90.9
NCT00541437,E34.9
NCT00541437,E10-E14.9
NCT00541437,E11
NCT03518229,C00-D48.9
NCT03518229,L55
NCT06282757,R52.9
NCT03319992,I67.9
NCT03319992,G93.9
NCT03319992,G96.9
NCT03319992,G00-G99.9
NCT03319992,I51.6
NCT03319992,I64
NCT03891069,G93.9
NCT03891069,G96.9
NCT03891069,G00-G99.9
NCT03891069,G31.9
NCT03891069,G20
NCT00734422,F41.9
NCT00734422,F99-F99.9
NCT00734422,F40
NCT04608097,J12.9
NCT04608097,J18.9
NCT04608097,B34.9
NCT04608097,B34.2
NCT04743037,G00-G99.9
NCT03388983,M45-M49.9
NCT03388983,M89.9
NCT03388983,M48.0
NCT01127425,C00-D48.9
NCT01127425,K00-K93.9
NCT01127425,K63.9
NCT06044753,F99-F99.9
NCT06044753,F41.9
NCT04648878,I67.9
NCT04648878,G93.9
NCT04648878,G96.9
NCT04648878,G00-G99.9
NCT04648878,I51.6
NCT04648878,I64
NCT03873129,F99-F99.9
NCT03753568,E70-E90.9
NCT03753568,E34.9
NCT03753568,E10-E14.9
NCT03753568,E11
NCT03785197,M00-M25.9
NCT03785197,M79.0
NCT03785197,E70-E90.9
NCT03785197,M60-M63.9
NCT03785197,G70.9
NCT03785197,G00-G99.9
NCT03785197,M13.9
NCT03785197,M06.9
NCT03785197,M16
NCT03179098,M00-M25.9
NCT03179098,M60-M63.9
NCT03179098,M62.4
NCT02645448,E70-E90.9
NCT02645448,E34.9
NCT02645448,G00-G99.9
NCT02645448,G90
NCT02645448,E10-E14.9
NCT02645448,E11
NCT03268304,G93.9
NCT03268304,G96.9
NCT03268304,G00-G99.9
NCT03268304,G31.9
NCT03268304,S00-S09.9
NCT03268304,G62.9
NCT03268304,G70.9
NCT03268304,G20
NCT03268304,G61.0
NCT01217658,N00-N99.9
NCT01217658,F39
NCT01217658,F99-F99.9
NCT02434315,E70-E90.9
NCT02434315,E34.9
NCT02434315,E10-E14.9
NCT05883267,E10-E14.9
NCT05883267,E70-E90.9
NCT05883267,E34.9
NCT05883267,E10
NCT05468086,R52.9
NCT01344811,E70-E90.9
NCT01344811,E66
NCT04160156,E10-E14.9
NCT04160156,E70-E90.9
NCT04160156,E34.9
NCT04160156,E10
NCT05923905,G31.9
NCT05923905,G00-G99.9
NCT05923905,G70.9
NCT05923905,G95.9
NCT05923905,G96.9
NCT05923905,E70-E90.9
NCT05923905,G12.2
NCT01945931,N00-N99.9
NCT06001268,C00-D48.9
NCT06001268,K00-K93.9
NCT06001268,K86.9
NCT06001268,E34.9
NCT05543915,G00-G99.9
NCT05543915,G35
NCT03908099,N00-N99.9
NCT03908099,N97
NCT02832804,G00-G99.9
NCT02832804,F99-F99.9
NCT02832804,G47.0
NCT05588362,H44
NCT05588362,G93.9
NCT05588362,G96.9
NCT05588362,G00-G99.9
NCT05588362,H52.7
NCT05588362,H52.0
NCT04866420,I67.9
NCT04866420,G93.9
NCT04866420,G96.9
NCT04866420,G00-G99.9
NCT04866420,I51.6
NCT04866420,I64
NCT05801926,G93.9
NCT05801926,G96.9
NCT05801926,G00-G99.9
NCT05801926,G31.9
NCT05801926,G20
NCT04691323,D58.9
NCT04691323,D55-D59.9
NCT04691323,D64.9
NCT04691323,D75.9
NCT04691323,D57
NCT04691323,D56
NCT03525587,M89.9
NCT03525587,E23.0
NCT03525587,E23.7
NCT03525587,G93.9
NCT03525587,G96.9
NCT03525587,G00-G99.9
NCT03525587,E34.9
NCT04176302,G93.9
NCT04176302,G96.9
NCT04176302,G00-G99.9
NCT04176302,G31.9
NCT04176302,G20
NCT04779372,G00-G99.9
NCT04779372,F99-F99.9
NCT04779372,G47.0
NCT03041376,I51.9
NCT03041376,I51.6
NCT03041376,I50
NCT05576350,F99-F99.9
NCT05576350,F10.2
NCT05576350,Z72.1
NCT05943626,E70-E90.9
NCT04919993,G00-G99.9
NCT04919993,F99-F99.9
NCT04919993,C00-D48.9
NCT04919993,G93.9
NCT04919993,G96.9
NCT04919993,G47.0
NCT01629342,I67.9
NCT01629342,G93.9
NCT01629342,G96.9
NCT01629342,G00-G99.9
NCT01629342,I51.6
NCT01629342,G45.9
NCT04556942,J44.9
NCT01263535,H44
NCT01263535,H40
NCT06237842,J00-J99.9
NCT06237842,G00-G99.9
NCT06237842,G47.3
NCT04230486,G00-G99.9
NCT04230486,H44
NCT04742465,G93.9
NCT04742465,G96.9
NCT04742465,G00-G99.9
NCT04742465,F99-F99.9
NCT04742465,F03
NCT06365385,E70-E90.9
NCT06365385,R73.9
NCT06203548,K70-K77.9
NCT06203548,K00-K93.9
NCT05929027,I67.9
NCT05929027,G93.9
NCT05929027,G96.9
NCT05929027,G00-G99.9
NCT05929027,I51.6
NCT05929027,I64
NCT01990222,F99-F99.9
NCT01990222,F90
NCT05523362,E70-E90.9
NCT05523362,E34.9
NCT05523362,E10-E14.9
NCT05523362,E11
NCT06300619,G00-G99.9
NCT06300619,G35
NCT01837147,C00-D48.9
NCT01837147,N60-N64.9
NCT03468283,E70-E90.9
NCT03468283,E34.9
NCT03468283,E10-E14.9
NCT03468283,E11
NCT03437486,J84.9
NCT03797716,F99-F99.9
NCT03797716,F41.9
NCT06041672,F99-F99.9
NCT06041672,F41.9
NCT04362579,N00-N99.9
NCT03171077,G93.9
NCT03171077,G96.9
NCT03171077,G00-G99.9
NCT03171077,I51.6
NCT03171077,I64
NCT03171077,I67.9
NCT05876650,M60-M63.9
NCT05876650,G00-G99.9
NCT03736083,E70-E90.9
NCT03736083,E34.9
NCT03736083,E10-E14.9
NCT03736083,E10
NCT03736083,E16.2
NCT04163146,T78.4
NCT04163146,J45
NCT03471091,J00-J99.9
NCT04286867,F99-F99.9
NCT04286867,F10.2
NCT04286867,Z72.1
NCT06671171,I51.6
NCT06671171,Q89.9
NCT06671171,I10-I15.9
NCT06671171,I50
NCT06671171,I20-I25.9
NCT06671171,I51.9
NCT06671171,Q24.9
NCT06672731,G00-G99.9
NCT06672731,G93.9
NCT06672731,G96.9
NCT06675799,G00-G99.9
NCT06675799,F99-F99.9
NCT06681740,I51.6
NCT06681740,J00-J99.9
NCT06681740,I51.9
NCT06681740,I20-I25.9
NCT06692413,I51.6
NCT06692413,I10-I15.9
NCT06692374,I51.9
NCT06692374,I51.6
NCT06692374,I46
NCT01570738,G00-G99.9
NCT01570738,F99-F99.9
NCT02522962,G00-G99.9
NCT02522962,G35
NCT03994926,F99-F99.9
NCT06027242,C00-D48.9
NCT06027242,K00-K93.9
NCT04314778,C00-D48.9
NCT04314778,N00-N99.9
NCT04314778,N32.9
NCT04314778,N39.9
NCT04508231,F99-F99.9
NCT05102942,F99-F99.9
NCT05102942,F10.2
NCT05102942,Z72.1
NCT01846065,F99-F99.9
NCT01846065,F20
NCT03671759,N00-N99.9
NCT03671759,I49.9
NCT03671759,I51.9
NCT03671759,I51.6
NCT03671759,I45.9
NCT03671759,O60
NCT03671759,I49.3
NCT03671759,I49.1
NCT05569226,H35.9
NCT05569226,H44
NCT02773875,E10-E14.9
NCT02773875,E70-E90.9
NCT02773875,E34.9
NCT02773875,E10
NCT03168789,I51.6
NCT05215392,F99-F99.9
NCT05215392,F60.9
NCT05005208,G93.9
NCT05005208,G96.9
NCT05005208,G00-G99.9
NCT05005208,G31.9
NCT05005208,G20
NCT05876780,M60-M63.9
NCT05876780,G70.9
NCT05876780,G00-G99.9
NCT05876780,G71.0
NCT04458038,J44.9
NCT02811133,F99-F99.9
NCT02811133,F39
NCT02811133,F41.9
NCT02811133,F31
NCT04099316,G00-G99.9
NCT06625723,M25.5
NCT06625723,M00-M25.9
NCT06625723,R52.9
NCT06625723,M75.4
NCT06693193,F99-F99.9
NCT06693479,M00-M25.9
NCT06693479,M25.5
NCT06693479,R52.9
NCT06715488,M00-M25.9
NCT06715488,M89.9
NCT06715488,M45-M49.9
NCT06715488,M46.9
NCT06715488,M13.9
NCT04843371,I51.6
NCT04843371,I51.9
NCT04843371,I42
NCT05663034,F99-F99.9
NCT05663034,G93.9
NCT05663034,G96.9
NCT05663034,G00-G99.9
NCT05663034,G47.0
NCT05663034,S00-S09.9
NCT05663034,S06.0
NCT05988749,I51.9
NCT05988749,I51.6
NCT05988749,I50
NCT03569176,F99-F99.9
NCT03569176,F84.0
NCT03851380,F39
NCT03851380,F99-F99.9
NCT04112316,I51.9
NCT04112316,I51.6
NCT04112316,E07.9
NCT04112316,E34.9
NCT04112316,I50
NCT05454176,E70-E90.9
NCT05454176,E34.9
NCT05454176,E10-E14.9
NCT05454176,E10
NCT01429246,I51.6
NCT01429246,I10-I15.9
NCT01818622,F39
NCT01818622,F99-F99.9
NCT01818622,G00-G99.9
NCT01818622,F31
NCT01772342,J44.9
NCT05768620,F99-F99.9
NCT01655264,I67.9
NCT01655264,G93.9
NCT01655264,G96.9
NCT01655264,G00-G99.9
NCT01655264,I51.6
NCT01655264,I64
NCT06180837,E70-E90.9
NCT06180837,G00-G99.9
NCT06180837,F99-F99.9
NCT06180837,E66
NCT06180837,T78.4
NCT04864535,J12.9
NCT04864535,J18.9
NCT04864535,B34.9
NCT04864535,B34.2
NCT03914287,M00-M25.9
NCT06560281,G00-G99.9
NCT06560281,G93.9
NCT06560281,G96.9
NCT06560281,M60-M63.9
NCT06510296,K00-K93.9
NCT06510296,K50
NCT06510296,K63.9
NCT05423158,I51.6
NCT04877015,G93.9
NCT04877015,G96.9
NCT04877015,G00-G99.9
NCT04877015,G31.9
NCT04877015,G20
NCT05489133,F99-F99.9
NCT05489133,R52.9
NCT05489133,G00-G99.9
NCT05489133,M60-M63.9
NCT05489133,G70.9
NCT05489133,N00-N99.9
NCT05489133,M79.1
NCT05489133,N94.2
NCT05489133,F43.1
NCT06269367,I67.9
NCT06269367,G93.9
NCT06269367,G96.9
NCT06269367,G00-G99.9
NCT06269367,I51.6
NCT06269367,I64
NCT04998877,I51.9
NCT04998877,I51.6
NCT04998877,I50
NCT05187013,I51.6
NCT05187013,I10-I15.9
NCT04846881,F99-F99.9
NCT04846881,F20
NCT03650712,K86.9
NCT03650712,K00-K93.9
NCT03650712,E84
NCT05182476,F99-F99.9
NCT05182476,F20
NCT04006743,N00-N99.9
NCT04006743,O60
NCT03288779,F99-F99.9
NCT03288779,F20
NCT04605965,J12.9
NCT04605965,J18.9
NCT04605965,B34.9
NCT04605965,B34.2
NCT05937854,I51.6
NCT05937854,J00-J99.9
NCT05937854,J44.9
NCT05937854,R06.0
NCT05937854,I10-I15.9
NCT02784509,E66
NCT03139955,G00-G99.9
NCT03139955,F99-F99.9
NCT05205434,J12.9
NCT05205434,J18.9
NCT05205434,B34.9
NCT05205434,B34.2
NCT06089291,M00-M25.9
NCT06089291,M79.0
NCT06089291,M13.9
NCT05483816,R52.9
NCT05483816,G70.9
NCT05483816,G00-G99.9
NCT05483816,E14.8
NCT05483816,E10-E14.9
NCT05483816,E34.9
NCT00401622,E10-E14.9
NCT00401622,E70-E90.9
NCT00401622,E34.9
NCT00401622,E11
NCT02637791,I67.9
NCT02637791,G93.9
NCT02637791,G96.9
NCT02637791,G00-G99.9
NCT02637791,I51.6
NCT02637791,I64
NCT04366986,J12.9
NCT04366986,J18.9
NCT04366986,B34.9
NCT04366986,B34.2
NCT03099369,I70
NCT03099369,I51.6
NCT03099369,I73.9
NCT01880268,I67.9
NCT01880268,G93.9
NCT01880268,G96.9
NCT01880268,G00-G99.9
NCT01880268,I51.6
NCT01880268,I64
NCT04125914,C00-D48.9
NCT04125914,N60-N64.9
NCT04125914,K00-K93.9
NCT04125914,K63.9
NCT04125914,E70-E90.9
NCT03742960,F39
NCT03742960,F99-F99.9
NCT05676528,R52.9
NCT05676528,M54.2
NCT03160404,G00-G99.9
NCT03160404,F99-F99.9
NCT03160404,G47.0
NCT06671600,G93.9
NCT06671600,G96.9
NCT06671600,G00-G99.9
NCT06671600,G31.9
NCT06671600,G20
NCT06692530,F99-F99.9
NCT06692530,F20
NCT02955784,F99-F99.9
NCT02955784,F41.9
NCT05387551,R73.9
NCT05387551,E70-E90.9
NCT02874690,F99-F99.9
NCT02874690,G00-G99.9
NCT02874690,F84.0
NCT02874690,F90
NCT02238028,D75.9
NCT02238028,I51.6
NCT02238028,D69.9
NCT02238028,D68.9
NCT04874116,E10-E14.9
NCT04874116,E70-E90.9
NCT04874116,E34.9
NCT04874116,E11
NCT02264275,K00-K93.9
NCT02264275,K50
NCT02264275,K63.9
NCT06111027,G00-G99.9
NCT06111027,J00-J99.9
NCT06111027,R49.0
NCT02433288,E70-E90.9
NCT02433288,E78.5
NCT05858294,F99-F99.9
NCT05858294,F40
NCT05858294,F41.9
NCT05858294,F40.1
NCT06391073,I51.6
NCT06391073,I10-I15.9
NCT05846334,I51.6
NCT05846334,I51.9
NCT05846334,I20-I25.9
NCT05774457,G00-G99.9
NCT06350552,N39.9
NCT06350552,N00-N99.9
NCT06350552,M45-M49.9
NCT06350552,M89.9
NCT06350552,N18
NCT04473443,I35.9
NCT04473443,I51.9
NCT04473443,I51.6
NCT04473443,I35.0
NCT05355090,E10-E14.9
NCT05355090,E70-E90.9
NCT05355090,E34.9
NCT05355090,E11
NCT06724718,I49.9
NCT06724718,I51.9
NCT06724718,I51.6
NCT04841304,E70-E90.9
NCT04841304,N39.9
NCT04841304,N00-N99.9
NCT04841304,I51.9
NCT04841304,I51.6
NCT04841304,N18
NCT04841304,I49.9
NCT04841304,E16.2
NCT04290650,G00-G99.9
NCT04290650,F99-F99.9
NCT04054778,F99-F99.9
NCT04054778,G00-G99.9
NCT04054778,R44.3
NCT04054778,F20
NCT06041698,C00-D48.9
NCT06041698,I51.6
NCT06041698,D75.9
NCT06041698,D69.9
NCT06041698,C90.0
NCT05009459,R52.9
NCT01803399,A49.9
NCT05526170,I51.6
NCT05526170,I51.9
NCT05526170,J00-J99.9
NCT05526170,G00-G99.9
NCT05526170,I45.9
NCT05526170,F99-F99.9
NCT05526170,G47.3
NCT05526170,I10-I15.9
NCT05526170,I49.9
NCT05526170,R00.0
NCT05526170,I49.1
NCT05526170,Z72.1
NCT05150990,G93.9
NCT05150990,G96.9
NCT05150990,G00-G99.9
NCT05150990,G31.9
NCT05150990,F99-F99.9
NCT05150990,G30
NCT05150990,F03
NCT05509231,F99-F99.9
NCT05509231,F84.5
NCT00250679,J40
NCT00250679,J44.9
NCT00250679,J43
NCT00606567,I49.9
NCT00606567,I51.9
NCT00606567,I51.6
NCT00606567,I45.9
NCT00606567,R00.0
NCT00606567,I47.2
NCT03895775,J00-J99.9
NCT03895775,G00-G99.9
NCT03895775,G47.3
NCT02411227,G93.9
NCT02411227,G96.9
NCT02411227,G00-G99.9
NCT02411227,S00-S09.9
NCT05916677,G71.0
NCT05916677,M60-M63.9
NCT05916677,G71.1
NCT05916677,G31.9
NCT05916677,G00-G99.9
NCT05916677,G70.9
NCT06081504,M60-M63.9
NCT06081504,G00-G99.9
NCT06746025,F99-F99.9
NCT05475262,G00-G99.9
NCT05475262,F99-F99.9
NCT02659111,G93.9
NCT02659111,G96.9
NCT02659111,G00-G99.9
NCT02659111,G91
NCT02659111,G91.2
NCT04960566,K22.4
NCT04960566,R13
NCT04960566,K22.9
NCT04960566,K00-K93.9
NCT04960566,K20
NCT04960566,K27
NCT04960566,K63.9
NCT04960566,K21
NCT03283163,G93.9
NCT03283163,G96.9
NCT03283163,G00-G99.9
NCT03283163,S00-S09.9
NCT03283163,R52.9
NCT03283163,F99-F99.9
NCT03283163,M60-M63.9
NCT03283163,F43.1
NCT05754190,M00-M25.9
NCT05754190,M54
NCT05754190,M60-M63.9
NCT05754190,M79.0
NCT05754190,G70.9
NCT05754190,G00-G99.9
NCT05754190,K63.9
NCT05754190,K00-K93.9
NCT05754190,F99-F99.9
NCT05754190,N00-N99.9
NCT05754190,M25.5
NCT05754190,E14.8
NCT05754190,E10-E14.9
NCT05754190,E34.9
NCT05754190,K10.9
NCT05754190,G93.9
NCT05754190,G96.9
NCT05754190,N30
NCT05754190,N32.9
NCT05754190,N39.9
NCT05754190,K07.6
NCT05754190,K58
NCT05754190,G53.0
NCT05754190,N80
NCT05754190,M54.5
NCT05754190,R52.9
NCT05754190,R52.0
NCT05754190,T07
NCT05754190,F45
NCT05784948,F99-F99.9
NCT05784948,F20
NCT05402501,G00-G99.9
NCT05402501,G35
NCT04119726,I20-I25.9
NCT04119726,I51.9
NCT04119726,I51.6
NCT05540054,J00-J99.9
NCT05420272,Q66
NCT05420272,Q74.9
NCT05420272,Q65-Q79.9
NCT05420272,Q89.9
NCT03277950,I67.9
NCT03277950,G93.9
NCT03277950,G96.9
NCT03277950,G00-G99.9
NCT03277950,I51.6
NCT03277950,I64
NCT03344601,G93.9
NCT03344601,G96.9
NCT03344601,G00-G99.9
NCT03344601,F03
NCT03344601,G31.9
NCT03344601,F99-F99.9
NCT03344601,G10
NCT00972400,C00-D48.9
NCT00972400,N60-N64.9
NCT03684161,Q24.9
NCT03684161,I51.6
NCT03684161,I51.9
NCT03684161,Q89.9
NCT03684161,Q21
NCT03684161,Q21.0
NCT02950363,F99-F99.9
NCT05132296,C00-D48.9
NCT05132296,N60-N64.9
NCT05130034,J84.9
NCT04742946,J12.9
NCT04742946,J18.9
NCT04742946,B34.9
NCT04742946,B34.2
NCT04057066,G00-G99.9
NCT04057066,G35
NCT03477565,R60.9
NCT05304182,H25-H28.9
NCT05304182,H44
NCT05304182,H26.9
NCT03190720,C00-D48.9
NCT03190720,N60-N64.9
NCT04288804,G93.9
NCT04288804,G96.9
NCT04288804,G00-G99.9
NCT04288804,G31.9
NCT04288804,J00-J99.9
NCT04288804,R49.0
NCT04288804,G20
NCT04288804,R25.1
NCT06271200,E70-E90.9
NCT05549141,I67.9
NCT05549141,G93.9
NCT05549141,G96.9
NCT05549141,G00-G99.9
NCT05549141,I51.6
NCT05549141,I64
NCT03263286,I67.9
NCT03263286,G93.9
NCT03263286,G96.9
NCT03263286,G00-G99.9
NCT03263286,I51.6
NCT03263286,I64
NCT04753320,G93.9
NCT04753320,G96.9
NCT04753320,G00-G99.9
NCT04753320,G31.9
NCT04753320,G90
NCT04753320,I95
NCT04753320,I51.6
NCT04753320,G52.9
NCT04753320,H44
NCT04753320,G20
NCT04586894,Q89.9
NCT04586894,I51.6
NCT05615090,F99-F99.9
NCT05423626,I67.9
NCT05423626,G93.9
NCT05423626,G96.9
NCT05423626,G00-G99.9
NCT05423626,I51.6
NCT05423626,I64
NCT05423626,I63
NCT02391454,C00-D48.9
NCT03700073,G00-G99.9
NCT03700073,G93.9
NCT03700073,G96.9
NCT02875977,N00-N99.9
NCT03819374,A31.9
NCT03819374,A49.9
NCT03819374,F99-F99.9
NCT03819374,A15-A19.9
NCT06254547,C00-D48.9
NCT05163587,E70-E90.9
NCT05163587,E78.5
NCT03657680,M13.9
NCT03657680,M00-M25.9
NCT03657680,M79.0
NCT03657680,M16
NCT05954520,H93.9
NCT05954520,G00-G99.9
NCT05954520,H91.9
NCT05954520,H90.5
NCT02519244,G00-G99.9
NCT02519244,G35
NCT03536299,G35
NCT03536299,G00-G99.9
NCT04407585,J12.9
NCT04407585,J18.9
NCT04407585,B34.9
NCT04407585,B34.2
NCT06370533,E66
NCT02823535,F99-F99.9
NCT03407443,F99-F99.9
NCT03407443,F60.9
NCT00693797,I35.9
NCT00693797,I51.9
NCT00693797,I51.6
NCT00693797,I35.0
NCT05601947,M13.9
NCT05601947,M00-M25.9
NCT05601947,M79.0
NCT03587558,N00-N99.9
NCT03587558,I49.9
NCT03587558,I51.9
NCT03587558,I51.6
NCT03587558,I45.9
NCT03587558,O60
NCT03587558,R00.0
NCT03587558,I47.2
NCT03587558,I49.3
NCT05438017,G00-G99.9
NCT05438017,F99-F99.9
NCT05438017,G47.0
NCT03023644,I51.6
NCT03023644,Q89.9
NCT03023644,F99-F99.9
NCT03023644,I51.9
NCT03023644,Q24.9
NCT04310163,E75.3
NCT04310163,G93.9
NCT04310163,G96.9
NCT04310163,G00-G99.9
NCT04310163,E75.6
NCT04310163,E70-E90.9
NCT03072017,G00-G99.9
NCT03072017,F99-F99.9
NCT03072017,G47.0
NCT05147961,E10-E14.9
NCT05147961,E70-E90.9
