study_id,icd10_code
NCT05147961,E34.9
NCT05147961,R73.9
NCT03154060,E10-E14.9
NCT03154060,E70-E90.9
NCT03154060,E34.9
NCT03154060,E10
NCT04207502,G00-G99.9
NCT04207502,F99-F99.9
NCT02088346,I67.9
NCT02088346,G93.9
NCT02088346,G96.9
NCT02088346,G00-G99.9
NCT02088346,I51.6
NCT02088346,I64
NCT05139433,F39
NCT05139433,F99-F99.9
NCT05139433,F41.9
NCT05685589,F99-F99.9
NCT05685589,F84.0
NCT06419868,F39
NCT06419868,F99-F99.9
NCT06419868,F41.9
NCT03340792,G95.9
NCT03340792,G96.9
NCT03340792,G00-G99.9
NCT03340792,T09.3
NCT02256865,E70-E90.9
NCT03516019,I51.6
NCT06746610,E70-E90.9
NCT06746610,E34.9
NCT06746610,E10-E14.9
NCT03205527,I67.9
NCT03205527,G93.9
NCT03205527,G96.9
NCT03205527,G00-G99.9
NCT03205527,I51.6
NCT03205527,I64
NCT05505578,F99-F99.9
NCT04623190,I51.6
NCT03021798,G00-G99.9
NCT03021798,M60-M63.9
NCT03021798,E66
NCT03460834,T78.4
NCT03460834,J45
NCT03460834,E66
NCT03987412,E70-E90.9
NCT03987412,E34.9
NCT03987412,N00-N99.9
NCT03987412,O24.4
NCT03987412,E10-E14.9
NCT00701818,I67.9
NCT00701818,G93.9
NCT00701818,G96.9
NCT00701818,G00-G99.9
NCT00701818,I51.6
NCT00701818,I51.9
NCT00701818,I64
NCT00701818,I63
NCT00701818,I20-I25.9
NCT03001037,R52.9
NCT03001037,M54
NCT03001037,M54.5
NCT03740607,R52.9
NCT05794152,E70-E90.9
NCT05794152,E34.9
NCT05794152,N00-N99.9
NCT05794152,O24.4
NCT05794152,E10-E14.9
NCT05794152,R73.9
NCT03133871,L81.9
NCT03133871,L80
NCT05169645,T78.4
NCT05169645,L50
NCT04292405,I51.9
NCT04292405,I51.6
NCT04292405,I50
NCT06085846,N39.9
NCT06085846,N00-N99.9
NCT06085846,R32
NCT06459531,I67.9
NCT06459531,G93.9
NCT06459531,G96.9
NCT06459531,G00-G99.9
NCT06459531,I51.6
NCT06459531,I64
NCT05440656,T78.4
NCT05440656,D72.1
NCT05440656,D72.9
NCT05440656,D75.9
NCT05440656,J45
NCT01769690,G93.9
NCT01769690,G96.9
NCT01769690,G00-G99.9
NCT01769690,G31.9
NCT01769690,G20
NCT06692387,G93.9
NCT06692387,G96.9
NCT06692387,G00-G99.9
NCT06692387,G31.9
NCT06692387,G20
NCT06746818,F99-F99.9
NCT06746818,F43.1
NCT06746155,F39
NCT06746155,F99-F99.9
NCT06746012,C00-D48.9
NCT06746012,K00-K93.9
NCT06746012,K63.9
NCT05956886,E70-E90.9
NCT05956886,G00-G99.9
NCT05956886,F99-F99.9
NCT02131948,E70-E90.9
NCT00791440,F20
NCT00791440,F99-F99.9
NCT03860727,G00-G99.9
NCT03860727,H44
NCT02496728,I51.6
NCT04236206,E70-E90.9
NCT04236206,E34.9
NCT04236206,E10-E14.9
NCT04236206,E11
NCT03977727,E10-E14.9
NCT03977727,E70-E90.9
NCT03977727,E34.9
NCT03977727,E10
NCT03566693,E70-E90.9
NCT03566693,E34.9
NCT03566693,E10-E14.9
NCT03566693,E11
NCT03167086,M54
NCT03167086,R52.9
NCT03167086,M54.5
NCT02419183,F99-F99.9
NCT04980846,Z72.1
NCT05080179,J12.9
NCT05080179,J18.9
NCT05080179,B34.9
NCT05080179,B34.2
NCT05153941,F03
NCT05153941,G93.9
NCT05153941,G96.9
NCT05153941,G00-G99.9
NCT05153941,G31.9
NCT05153941,F99-F99.9
NCT05153941,G30
NCT02259036,F99-F99.9
NCT02259036,F41.9
NCT05465031,C00-D48.9
NCT05465031,I51.9
NCT05465031,I51.6
NCT05465031,I50
NCT05465031,N60-N64.9
NCT05839431,F99-F99.9
NCT05839431,F41.9
NCT05839431,F40
NCT05839431,F40.1
NCT04308512,G93.9
NCT04308512,G96.9
NCT04308512,G00-G99.9
NCT04308512,G31.9
NCT04308512,F99-F99.9
NCT04308512,G30
NCT04308512,F03
NCT03201198,J44.9
NCT02142179,T78.4
NCT02142179,J45
NCT06416059,F99-F99.9
NCT06416059,F10.2
NCT03929588,H44
NCT03929588,H52.2
NCT03929588,H52.7
NCT04953650,I51.6
NCT04953650,I10-I15.9
NCT03578848,I51.6
NCT03578848,I10-I15.9
NCT02347111,I49.9
NCT02347111,I51.9
NCT02347111,I51.6
NCT06747702,M25.5
NCT06747702,M00-M25.9
NCT06747702,R52.9
NCT06747702,M75.4
NCT04582734,F99-F99.9
NCT04582734,I51.6
NCT04582734,I51.9
NCT04582734,F41.9
NCT04489225,I51.9
NCT04489225,I51.6
NCT04489225,I50
NCT03033849,E70-E90.9
NCT03033849,E34.9
NCT03033849,E10-E14.9
NCT02757066,F99-F99.9
NCT02757066,G00-G99.9
NCT02757066,F84.0
NCT01893944,C00-D48.9
NCT01893944,N60-N64.9
NCT04894006,G93.9
NCT04894006,G96.9
NCT04894006,G00-G99.9
NCT04894006,F99-F99.9
NCT04894006,F03
NCT05641792,E70-E90.9
NCT05641792,K65-K67.9
NCT05641792,K00-K93.9
NCT05641792,K65
NCT05641792,E16.2
NCT05641792,R73.9
NCT04818814,R52.9
NCT04818814,G95.9
NCT04818814,G96.9
NCT04818814,G00-G99.9
NCT04818814,T09.3
NCT05398276,T78.4
NCT03922360,F99-F99.9
NCT06350344,I51.6
NCT05228444,G00-G99.9
NCT04068467,F39
NCT04068467,F20
NCT04068467,F31
NCT04068467,F99-F99.9
NCT06693583,F99-F99.9
NCT06693583,F41.9
NCT02976376,I20-I25.9
NCT02976376,I51.9
NCT02976376,I51.6
NCT05260515,G93.9
NCT05260515,G96.9
NCT05260515,G00-G99.9
NCT05260515,F99-F99.9
NCT05260515,G31.9
NCT05260515,F03
NCT05260515,G30
NCT01928108,N39.9
NCT01928108,N00-N99.9
NCT01928108,N20-N23.9
NCT01928108,N20.0
NCT05138185,G00-G99.9
NCT05138185,G81
NCT01507584,H44
NCT01507584,H40
NCT05610462,I72.9
NCT05610462,I51.6
NCT05610462,I71.0
NCT01474746,G00-G99.9
NCT01474746,Q99.9
NCT01474746,Q89.9
NCT04838925,R52.9
NCT02704221,F99-F99.9
NCT05457933,E70-E90.9
NCT05457933,E34.9
NCT05457933,I20-I25.9
NCT05457933,I51.9
NCT05457933,I51.6
NCT05457933,E10-E14.9
NCT05457933,E11
NCT05056454,F39
NCT05056454,F99-F99.9
NCT04129749,G00-G99.9
NCT04129749,G93.9
NCT04129749,G96.9
NCT01395095,I20-I25.9
NCT01395095,I51.9
NCT01395095,I51.6
NCT03670641,E10-E14.9
NCT03670641,E70-E90.9
NCT03670641,E34.9
NCT03670641,E11
NCT04363489,J12.9
NCT04363489,J18.9
NCT04363489,B34.9
NCT04363489,B34.2
NCT06406686,I49.9
NCT06406686,I51.9
NCT06406686,I51.6
NCT06406686,I45.9
NCT06406686,R00.0
NCT00005154,I20-I25.9
NCT00005154,I51.6
NCT00005154,I51.9
NCT00005154,D75.9
NCT03979963,F39
NCT03979963,F99-F99.9
NCT04631120,G93.9
NCT04631120,G96.9
NCT04631120,G00-G99.9
NCT04631120,F99-F99.9
NCT04631120,F03
NCT04423900,M60-M63.9
NCT04423900,Q66
NCT04423900,Q74.9
NCT04423900,Q65-Q79.9
NCT04423900,Q89.9
NCT00115349,D58.9
NCT00115349,D55-D59.9
NCT00115349,D64.9
NCT00115349,D75.9
NCT00115349,I51.6
NCT00115349,I51.9
NCT00115349,D56
NCT00115349,D56.1
NCT03815487,E10-E14.9
NCT03815487,E70-E90.9
NCT03815487,E34.9
NCT03815487,E10
NCT03744884,G00-G99.9
NCT03744884,G93.9
NCT03744884,G96.9
NCT03744884,M60-M63.9
NCT00946530,F03
NCT00946530,G93.9
NCT00946530,G96.9
NCT00946530,G00-G99.9
NCT00946530,G31.9
NCT00946530,F99-F99.9
NCT00946530,G30
NCT00946530,G47.0
NCT01076842,E70-E90.9
NCT01076842,E34.9
NCT01076842,E10-E14.9
NCT01076842,E11
NCT02520622,C00-D48.9
NCT04484779,E70-E90.9
NCT04484779,E34.9
NCT04484779,E10-E14.9
NCT04484779,E11
NCT06317233,R52.9
NCT05958095,F39
NCT05958095,F99-F99.9
NCT05958095,N00-N99.9
NCT04264455,I51.9
NCT04264455,I51.6
NCT04264455,I42
NCT04264455,I49.9
NCT04264455,I51.4
NCT03071549,L70.0
NCT02393118,G00-G99.9
NCT02393118,H44
NCT06296433,R52.9
NCT06296433,M54
NCT06296433,M54.5
NCT03314441,G00-G99.9
NCT03314441,F99-F99.9
NCT03314441,G47.0
NCT04758429,I51.9
NCT04758429,I51.6
NCT04758429,I50
NCT05236881,E66
NCT03861546,E70-E90.9
NCT03861546,E34.9
NCT03861546,E10-E14.9
NCT04195269,M13.9
NCT04195269,M00-M25.9
NCT04195269,M79.0
NCT00396708,I67.9
NCT00396708,G93.9
NCT00396708,G96.9
NCT00396708,G00-G99.9
NCT00396708,I51.6
NCT00396708,I64
NCT05280431,G00-G99.9
NCT03734367,E70-E90.9
NCT03734367,E34.9
NCT03734367,E10-E14.9
NCT03734367,E10
NCT06151366,J47
NCT06440369,N39.9
NCT06440369,N00-N99.9
NCT02620462,M13.9
NCT02620462,M00-M25.9
NCT02620462,M79.0
NCT03001154,F99-F99.9
NCT03001154,F40
NCT03001154,F41.9
NCT03001154,F40.1
NCT04466501,I51.6
NCT04466501,I10-I15.9
NCT04551573,A31.9
NCT04551573,A49.9
NCT04551573,A15-A19.9
NCT04281160,G00-G99.9
NCT04281160,G35
NCT03364673,C00-D48.9
NCT03364673,N00-N99.9
NCT03364673,E34.9
NCT05045924,K70-K77.9
NCT05045924,K00-K93.9
NCT03670914,G00-G99.9
NCT03670914,G47.3
NCT03670914,J00-J99.9
NCT03482323,C00-D48.9
NCT02457000,L40-L45.9
NCT02457000,L40
NCT02938052,I51.9
NCT02938052,I51.6
NCT02938052,I50
NCT05388162,C00-D48.9
NCT05388162,N00-N99.9
NCT06502756,Z72.1
NCT03574935,I51.6
NCT03574935,E14.8
NCT03574935,E10-E14.9
NCT03574935,E34.9
NCT05072548,G00-G99.9
NCT05072548,F99-F99.9
NCT06092138,M45-M49.9
NCT06092138,M89.9
NCT06092138,K40-K46.9
NCT06092138,M48.0
NCT02787434,C00-D48.9
NCT02787434,N50.9
NCT02787434,N00-N99.9
NCT02787434,N42.9
NCT01554306,G93.9
NCT01554306,G96.9
NCT01554306,G00-G99.9
NCT01554306,G31.9
NCT01554306,G20
NCT04079894,M54
NCT04079894,R52.9
NCT04079894,M45-M49.9
NCT04079894,M89.9
NCT04079894,M48.0
NCT04079894,M54.5
NCT04586868,F99-F99.9
NCT04096352,G00-G99.9
NCT01144078,E10-E14.9
NCT01144078,E70-E90.9
NCT01144078,E34.9
NCT01144078,E11
NCT02753829,I51.6
NCT02753829,I20-I25.9
NCT02753829,I51.9
NCT02738996,E70-E90.9
NCT02738996,E34.9
NCT02738996,E10-E14.9
NCT05481203,J12.9
NCT05481203,J18.9
NCT05481203,B34.9
NCT05481203,B34.2
NCT05481203,F99-F99.9
NCT05481203,F41.9
NCT06141434,N00-N99.9
NCT06141434,O24
NCT02474524,F20
NCT02474524,F99-F99.9
NCT02474524,F39
NCT04061681,G00-G99.9
NCT04061681,F99-F99.9
NCT04061681,G35
NCT00674830,G00-G99.9
NCT00674830,F99-F99.9
NCT00674830,G47.0
NCT02841787,F39
NCT02841787,F99-F99.9
NCT01912729,F39
NCT01912729,F99-F99.9
NCT02154126,E70-E90.9
NCT02154126,E34.9
NCT02154126,E10-E14.9
NCT05316337,I49.9
NCT05316337,I51.9
NCT05316337,I51.6
NCT02985268,I51.9
NCT02985268,I51.6
NCT02985268,I50
NCT02985268,I34.0
NCT03758430,E10-E14.9
NCT03758430,E70-E90.9
NCT03758430,E34.9
NCT03758430,E10
NCT01642836,E66
NCT04202718,I51.9
NCT04202718,I51.6
NCT04202718,I49.9
NCT03216317,I51.6
NCT03216317,I10-I15.9
NCT03941652,E10-E14.9
NCT03941652,E70-E90.9
NCT03941652,E34.9
NCT03941652,N00-N99.9
NCT03941652,O24.4
NCT02488616,E70-E90.9
NCT02488616,E34.9
NCT02488616,E10-E14.9
NCT02488616,E10
NCT05098158,R52.9
NCT03817255,F99-F99.9
NCT06233734,I67.9
NCT06233734,G93.9
NCT06233734,G96.9
NCT06233734,G00-G99.9
NCT06233734,I51.6
NCT06233734,I64
NCT03321214,K90.9
NCT03321214,K63.9
NCT03321214,K00-K93.9
NCT03321214,E70-E90.9
NCT03321214,K90.0
NCT06273306,M13.9
NCT06273306,M00-M25.9
NCT06273306,M45-M49.9
NCT06273306,M89.9
NCT06273306,M46.9
NCT06273306,M79.0
NCT06273306,M06.9
NCT05653154,F99-F99.9
NCT03365427,M13.9
NCT03365427,M00-M25.9
NCT03365427,M79.0
NCT03509272,N00-N99.9
NCT03509272,O15
NCT03509272,O14.9
NCT01791114,E70-E90.9
NCT01791114,T78.4
NCT04480242,T78.4
NCT04480242,J45
NCT06347991,M54
NCT06347991,R52.9
NCT06347991,M54.5
NCT00154167,G00-G99.9
NCT06090383,G00-G99.9
NCT06090383,G93.9
NCT06090383,G96.9
NCT05175937,I51.9
NCT05175937,I51.6
NCT05175937,I46
NCT05175937,I49.9
NCT02093234,E10-E14.9
NCT02093234,E70-E90.9
NCT02093234,E34.9
NCT02093234,E11
NCT05667792,G00-G99.9
NCT05667792,G93.9
NCT05667792,G96.9
NCT05334680,J12.9
NCT05334680,J18.9
NCT05334680,B34.9
NCT05334680,B34.2
NCT03097224,C00-D48.9
NCT03097224,K00-K93.9
NCT03097224,K63.9
NCT05668312,M13.9
NCT05668312,M00-M25.9
NCT05668312,M79.0
NCT01604876,G93.9
NCT01604876,G96.9
NCT01604876,G00-G99.9
NCT01604876,G31.9
NCT01604876,G20
NCT02864537,I49.9
NCT02864537,I51.9
NCT02864537,I51.6
NCT04315610,I51.6
NCT04315610,Q89.9
NCT04315610,I51.9
NCT04315610,Q24.9
NCT05519046,I51.6
NCT05519046,I49.9
NCT05519046,I45.9
NCT05519046,B57
NCT05519046,B50-B64.9
NCT05519046,I51.9
NCT05519046,I42
NCT03740412,M13.9
NCT03740412,M79.0
NCT03740412,M00-M25.9
NCT02632695,I51.6
NCT03831802,G93.9
NCT03831802,G96.9
NCT03831802,G00-G99.9
NCT03831802,G40
NCT06085261,J44.9
NCT04039633,R52.9
NCT04039633,I73.9
NCT04039633,I51.6
NCT05630170,R01.1
NCT05630170,I51.9
NCT05630170,I51.6
NCT03032081,I51.9
NCT03032081,I51.6
NCT03032081,I50
NCT02456376,G00-G99.9
NCT02456376,G93.9
NCT02456376,G96.9
NCT06281145,C00-D48.9
NCT06281145,N60-N64.9
NCT06281145,K00-K93.9
NCT06281145,K63.9
NCT02793895,I51.9
NCT02793895,I51.6
NCT02793895,I49.9
NCT03569865,R52.9
NCT04566822,G00-G99.9
NCT04566822,F99-F99.9
NCT04224285,G00-G99.9
NCT04224285,F99-F99.9
NCT04224285,G47.0
NCT01357304,I51.6
NCT01357304,E10-E14.9
NCT01357304,E70-E90.9
NCT01357304,E34.9
NCT01357304,I10-I15.9
NCT01357304,E11
NCT06155916,G70.9
NCT06155916,G00-G99.9
NCT06155916,R52.9
NCT06155916,F99-F99.9
NCT05830513,R52.9
NCT01906866,G00-G99.9
NCT01906866,F99-F99.9
NCT02601066,I51.9
NCT02601066,I51.6
NCT02601066,I42
NCT02601066,I49.9
NCT05385497,G93.9
NCT05385497,G96.9
NCT05385497,G00-G99.9
NCT05385497,G31.9
NCT05385497,G20
NCT04262401,E70-E90.9
NCT03484351,I67.9
NCT03484351,G93.9
NCT03484351,G96.9
NCT03484351,G00-G99.9
NCT03484351,I51.6
NCT03484351,I64
NCT04946799,E10-E14.9
NCT04946799,E70-E90.9
NCT04946799,E34.9
NCT04946799,E11
NCT03296865,G00-G99.9
NCT03296865,G93.9
NCT03296865,G96.9
NCT01908959,N00-N99.9
NCT01908959,F39
NCT01908959,F99-F99.9
NCT03198754,G00-G99.9
NCT04811248,J40
NCT04368455,C00-D48.9
NCT03370991,I51.6
NCT03370991,I10-I15.9
NCT04171648,E70-E90.9
NCT04171648,E34.9
NCT04171648,E10-E14.9
NCT05398419,G00-G99.9
NCT05398419,F99-F99.9
NCT04574609,C00-D48.9
NCT04574609,N60-N64.9
NCT02910544,M13.9
NCT02910544,M00-M25.9
NCT02910544,M79.0
NCT06252545,C00-D48.9
NCT06252545,K00-K93.9
NCT06252545,K86.9
NCT06252545,E34.9
NCT04559542,J12.9
NCT04559542,J18.9
NCT04559542,B34.9
NCT04559542,B34.2
NCT04559542,F99-F99.9
NCT04498819,E10-E14.9
NCT04498819,E70-E90.9
NCT04498819,E34.9
NCT04498819,E11
NCT03721393,I51.6
NCT03721393,G00-G99.9
NCT03721393,G90
NCT03721393,R55
NCT03721393,I95.1
NCT03721393,I95
NCT04868370,G00-G99.9
NCT04868370,G35
NCT02542917,K00-K93.9
NCT02542917,K63.9
NCT02542917,K50
NCT02808741,B35-B49.9
NCT02808741,B44
NCT04776811,E70-E90.9
NCT04776811,E34.9
NCT04776811,N39.9
NCT04776811,N00-N99.9
NCT04776811,N18
NCT04776811,E10-E14.9
NCT05912309,M89.9
NCT05912309,E70-E90.9
NCT05912309,G00-G99.9
NCT05912309,M81.9
NCT05912309,M81.0
NCT05912309,E66
NCT02841319,G00-G99.9
NCT02841319,G93.9
NCT02841319,G96.9
NCT05225220,J12.9
NCT05225220,J18.9
NCT05225220,B34.9
NCT05225220,B34.2
NCT05225220,F99-F99.9
NCT03529383,C00-D48.9
NCT03529383,N60-N64.9
NCT04284020,C00-D48.9
NCT04284020,N50.9
NCT04284020,N00-N99.9
NCT04284020,N42.9
NCT04668001,G00-G99.9
NCT04668001,Q89.9
NCT04668001,Q99.9
NCT04668001,Q90
NCT04910763,E10-E14.9
NCT04910763,E70-E90.9
NCT04910763,E34.9
NCT04910763,R73.9
NCT05038033,F41.9
NCT05038033,F99-F99.9
NCT02836860,R52.9
NCT02836860,M54
NCT02836860,M54.5
NCT03457103,J44.9
NCT05204511,J12.9
NCT05204511,J18.9
NCT05204511,B34.9
NCT05204511,B34.2
NCT03987334,R52.9
NCT03987334,S10-S19.9
NCT03987334,M54.2
NCT04721067,G00-G99.9
NCT04721067,F99-F99.9
NCT04721067,G47.0
NCT04090905,I49.9
NCT04090905,I51.9
NCT04090905,I51.6
NCT06518200,C00-D48.9
NCT06518200,N60-N64.9
NCT03766802,E70-E90.9
NCT03766802,E34.9
NCT03766802,E10-E14.9
NCT03766802,E11
NCT03337139,E66
NCT03144323,K07.4
NCT05902819,F99-F99.9
NCT05902819,F43.1
NCT03372668,G00-G99.9
NCT03372668,R52.9
NCT03372668,G54.6
NCT05828732,E07.9
NCT05828732,E34.9
NCT03796234,I51.9
NCT03796234,I51.6
NCT03796234,I20-I25.9
NCT04568317,F39
NCT04568317,F99-F99.9
NCT03212664,M45-M49.9
NCT03212664,M89.9
NCT03783728,A31.9
NCT03783728,A49.9
NCT03783728,A15-A19.9
NCT04574921,F03
NCT04574921,G93.9
NCT04574921,G96.9
NCT04574921,G00-G99.9
NCT04574921,G31.9
NCT04574921,F99-F99.9
NCT04574921,G30
NCT05147974,R52.9
NCT05147974,G00-G99.9
NCT05147974,F99-F99.9
NCT05147974,G47.0
NCT06159348,D75.9
NCT06159348,D64.9
NCT06170801,F39
NCT06170801,F99-F99.9
NCT06170801,F41.9
NCT03480204,I51.9
NCT03480204,I51.6
NCT03480204,I49.9
NCT00592553,M60-M63.9
NCT00592553,G70.9
NCT00592553,G00-G99.9
NCT00592553,G71.0
NCT05243394,G93.9
NCT05243394,G96.9
NCT05243394,G00-G99.9
NCT05243394,G31.9
NCT05243394,G20
NCT05941858,C00-D48.9
NCT03335618,G00-G99.9
NCT03335618,G35
NCT04758858,E70-E90.9
NCT04758858,E34.9
NCT04758858,E10-E14.9
NCT04758858,E10
NCT04395963,N00-N99.9
NCT04395963,O72
NCT00843843,G00-G99.9
NCT00843843,F99-F99.9
NCT05611099,G00-G99.9
NCT05611099,F99-F99.9
NCT05611099,G47.0
NCT02573376,K70-K77.9
NCT02573376,K00-K93.9
NCT02573376,B34.9
NCT02573376,D84.9
NCT02573376,A50-A64.9
NCT02573376,N00-N99.9
NCT02573376,B24
NCT02573376,K75.9
NCT00333619,G00-G99.9
NCT00333619,F99-F99.9
NCT01546844,E70-E90.9
NCT01546844,E34.9
NCT01546844,E10-E14.9
NCT01546844,E11
NCT03006471,E10-E14.9
NCT03006471,E70-E90.9
NCT03006471,E34.9
NCT03006471,R73.9
NCT03006471,I51.6
NCT03838562,H93.9
NCT03838562,H81.9
NCT03746808,F99-F99.9
NCT03746808,F10.2
NCT04248790,A50-A64.9
NCT04248790,B34.9
NCT04248790,N00-N99.9
NCT04248790,D84.9
NCT04248790,B24
NCT03090464,E70-E90.9
NCT03090464,E34.9
NCT03090464,E10-E14.9
NCT03090464,E11
NCT04629898,F99-F99.9
NCT04629898,F20
NCT03986190,E66
NCT03522701,G00-G99.9
NCT03522701,F99-F99.9
NCT03522701,G47.0
NCT05217953,E70-E90.9
NCT05217953,E34.9
NCT05217953,E10-E14.9
NCT05217953,E10
NCT02786940,G00-G99.9
NCT02786940,R55
NCT00680290,I49.9
NCT00680290,I51.9
NCT00680290,I51.6
NCT03714282,I67.9
NCT03714282,G93.9
NCT03714282,G96.9
NCT03714282,G00-G99.9
NCT03714282,I51.6
NCT03714282,I64
NCT04907591,C00-D48.9
NCT04907591,K00-K93.9
NCT02270684,M13.9
NCT02270684,M00-M25.9
NCT02270684,M79.0
NCT06118346,F99-F99.9
NCT06118346,F10.2
NCT06118346,Z72.1
NCT04426838,G93.9
NCT04426838,G96.9
NCT04426838,G00-G99.9
NCT04426838,F99-F99.9
NCT04426838,F03
NCT04426838,G47.0
NCT03866148,I51.9
NCT03866148,J00-J99.9
NCT03866148,G00-G99.9
NCT03866148,G47.3
NCT03866148,I51.6
NCT03866148,I49.9
NCT01541527,D68.9
NCT01541527,D75.9
NCT01541527,D69.9
NCT01541527,D66
NCT02534194,N00-N99.9
NCT02534194,O60
NCT04375241,I49.9
NCT04375241,I51.9
NCT04375241,I51.6
NCT04992039,I51.6
NCT04992039,I10-I15.9
NCT05831618,H93.9
NCT05831618,G00-G99.9
NCT05831618,H81.9
NCT03245801,M00-M25.9
NCT03245801,M79.0
NCT03245801,M13.9
NCT03245801,M08
NCT05224154,F99-F99.9
NCT04438018,E70-E90.9
NCT04438018,E34.9
NCT04438018,E10-E14.9
NCT04438018,E11
NCT02721251,J00-J99.9
NCT02721251,G00-G99.9
NCT02721251,G47.3
NCT03307954,G95.9
NCT03307954,G96.9
NCT03307954,G00-G99.9
NCT03307954,T09.3
NCT02636920,T78.4
NCT02636920,J45
NCT06141941,E70-E90.9
NCT06141941,E34.9
NCT06141941,E10-E14.9
NCT03908710,I10-I15.9
NCT03908710,I51.6
NCT03908710,I10
NCT03328585,G00-G99.9
NCT03328585,F99-F99.9
NCT03328585,G47.0
NCT02331524,I51.9
NCT02331524,I51.6
NCT02331524,I50
NCT04908241,I64
NCT04908241,G00-G99.9
NCT04908241,G93.9
NCT04908241,I63
NCT04908241,G96.9
NCT04908241,I67.9
NCT04908241,I51.6
NCT03405493,F39
NCT03405493,F99-F99.9
NCT05610358,I51.6
NCT04724278,T78.4
NCT04724278,J45
NCT03794713,I20-I25.9
NCT03794713,I51.9
NCT03794713,I51.6
NCT03794713,R07.4
NCT03794713,R52.9
NCT03794713,I20
NCT03177265,F99-F99.9
NCT04922697,C00-D48.9
NCT05501288,B34.9
NCT05501288,J12.9
NCT05501288,J18.9
NCT05501288,B34.2
NCT04468334,I49.9
NCT04468334,I51.9
NCT04468334,I51.6
NCT06103448,I51.6
NCT04533815,G93.9
NCT04533815,G96.9
NCT04533815,G00-G99.9
NCT04533815,G31.9
NCT04533815,F99-F99.9
NCT04533815,G30
NCT04533815,F03
NCT06312046,G00-G99.9
NCT06312046,G35
NCT01238406,E10-E14.9
NCT01238406,E70-E90.9
NCT01238406,E34.9
NCT01238406,E10
NCT05615766,G95.9
NCT05615766,G96.9
NCT05615766,G00-G99.9
NCT05615766,T09.3
NCT03332472,E70-E90.9
NCT03332472,E34.9
NCT03332472,E10-E14.9
NCT05108480,M00-M25.9
NCT04143763,I67.9
NCT04143763,G93.9
NCT04143763,G96.9
NCT04143763,G00-G99.9
NCT04143763,I51.6
NCT04143763,I64
NCT04419818,G93.9
NCT04419818,G96.9
NCT04419818,G00-G99.9
NCT04419818,S00-S09.9
NCT04985331,F39
NCT04985331,F99-F99.9
NCT04240171,E70-E90.9
NCT04240171,E34.9
NCT04240171,E10-E14.9
NCT04240171,E11
NCT03129204,F99-F99.9
NCT03129204,G00-G99.9
NCT03129204,F43.1
NCT00005753,G00-G99.9
NCT00005753,F99-F99.9
NCT00005753,G47.0
NCT03336827,C00-D48.9
NCT03336827,N60-N64.9
NCT05781763,M89.9
NCT05781763,M45-M49.9
NCT05781763,M13.9
NCT05781763,M00-M25.9
NCT05781763,M24.6
NCT05781763,M46.9
NCT04740060,G00-G99.9
NCT03329417,I67.9
NCT03329417,G93.9
NCT03329417,G96.9
NCT03329417,G00-G99.9
NCT03329417,I51.6
NCT03329417,I64
NCT03989752,G95.9
NCT03989752,G96.9
NCT03989752,G00-G99.9
NCT03989752,T09.3
NCT00745953,E70-E90.9
NCT06315855,K00-K93.9
NCT06315855,K05.6
NCT00920036,F99-F99.9
NCT00920036,F43.1
NCT03103880,T78.4
NCT03103880,J45
NCT05708937,N00-N99.9
NCT05708937,N97
NCT03263156,G00-G99.9
NCT03263156,F99-F99.9
NCT03263156,G47.0
NCT04880850,E70-E90.9
NCT04880850,E34.9
NCT04880850,E10-E14.9
NCT04880850,E11
NCT05652413,M13.9
NCT05652413,M00-M25.9
NCT05652413,M79.0
NCT05652413,M16
NCT02003729,J00-J99.9
NCT02003729,G00-G99.9
NCT02003729,G47.3
NCT01755312,I51.6
NCT01755312,I10-I15.9
NCT03475901,F99-F99.9
NCT03475901,F41.9
NCT02861755,F39
NCT02861755,F99-F99.9
NCT04724733,T78.4
NCT04724733,J45
NCT04467632,G93.9
NCT04467632,G96.9
NCT04467632,G00-G99.9
NCT04467632,G31.9
NCT04467632,G20
NCT01403831,E70-E90.9
NCT01403831,E34.9
NCT01403831,E10-E14.9
NCT04269655,E70-E90.9
NCT04269655,E34.9
NCT04269655,E10-E14.9
NCT04269655,E11
NCT02750267,E70-E90.9
NCT02750267,E34.9
NCT02750267,E10-E14.9
NCT02750267,E10
NCT06189170,G93.9
NCT06189170,G96.9
NCT06189170,G00-G99.9
NCT06189170,G31.9
NCT06189170,G20
NCT05998655,C00-D48.9
NCT05998655,N60-N64.9
NCT04552717,F99-F99.9
NCT04328233,E70-E90.9
NCT04328233,E10-E14.9
NCT04328233,E34.9
NCT04328233,R73.9
NCT06089161,F03
NCT06089161,G93.9
NCT06089161,G96.9
NCT06089161,G00-G99.9
NCT06089161,G31.9
NCT06089161,F99-F99.9
NCT06089161,J00-J99.9
NCT06089161,G47.3
NCT06089161,G30
NCT05340101,R52.9
NCT05340101,N94.6
NCT05411328,G00-G99.9
NCT05411328,G93.9
NCT05411328,G96.9
NCT05411328,R27.0
NCT04826458,C00-D48.9
NCT04826458,D75.9
NCT06086756,F99-F99.9
NCT06086756,F41.9
NCT01654523,F42
NCT01654523,F41.9
NCT01654523,F99-F99.9
NCT01654523,F63.3
NCT04024059,F99-F99.9
NCT06224972,G00-G99.9
NCT06224972,F99-F99.9
NCT04046341,G00-G99.9
NCT04046341,F99-F99.9
NCT01663844,F39
NCT01663844,F99-F99.9
